condition,question_id,video_id,set,question,generated_answer,actual_answer,kg_components,kg_hint_used,judge_score
A_ZeroShot,16320,clip_062.mp4,Set_34,What color is the tall building to the right?,The tall building to the right is white.,It looks more like stone-gray than a bright colour.,none,False,0
A_ZeroShot,16329,clip_063.mp4,Set_34,Can you name the sign is located on the center lane in the immediate foreground?,No,The rail crossing area is highlighted by a white boxed road marking.,none,False,1
A_ZeroShot,16330,clip_063.mp4,Set_34,What hue is the large structure on the right hand side?,Gray,The structure appears to be a muted greige.,none,False,0
A_ZeroShot,16339,clip_064.mp4,Set_34,Identify the sign is located on the road's center in the immediate foreground?,Yield,A white painted keep-clear box surrounds the tracks.,none,False,0
A_ZeroShot,16340,clip_064.mp4,Set_34,What colour appears to be the edifice to the right?,White,It has a light tan-gray appearance.,none,False,0
A_ZeroShot,16349,clip_065.mp4,Set_34,Which big symbol is in the middle lane near the camera?,The big symbol in the middle lane near the camera is a yellow sign.,The roadway around the tracks is marked by a white crossing box.,none,False,0
A_ZeroShot,16350,clip_065.mp4,Set_34,What colour is the tower on the right hand side?,The tower on the right hand side is grey in color.,The visible colour is a cool taupe.,none,False,1
A_ZeroShot,16359,clip_066.mp4,Set_34,Can you name the paint marking is located in the central lane in the immediate foreground?,No.,A boxed white road marking indicates the keep-clear area over the tracks.,none,False,0
A_ZeroShot,16360,clip_066.mp4,Set_34,What colour appears to be the edifice on the right?,White,It looks like pale concrete with a beige cast.,none,False,0
A_ZeroShot,16369,clip_067.mp4,Set_34,Identify the graphic is located on the center lane in the foreground?,The graphic is a yellow sign.,The train crossing is outlined with a white painted box marking.,none,False,0
A_ZeroShot,16370,clip_067.mp4,Set_34,What hue is the tall building on the right?,The tall building on the right is white in color.,The building appears off-beige with a gray tint.,none,False,0
A_ZeroShot,16379,clip_068.mp4,Set_34,What shape is located on the road's center close to us?,X,A white box marking defines the area around the tracks.,none,False,0
A_ZeroShot,16380,clip_068.mp4,Set_34,What colour does the high-rise on the right side?,The high-rise on the right side is grey in color.,It has a soft stone-coloured finish.,none,False,1
A_ZeroShot,16389,clip_069.mp4,Set_34,Which marking is located in the middle lane in the immediate foreground?,Center line,The road marking there is a white keep-clear box around the rails.,none,False,0
A_ZeroShot,16390,clip_069.mp4,Set_34,What shade does the high-rise situated on the right?,The high-rise situated on the right is white in color.,The structure looks like weathered concrete beige.,none,False,0
A_ZeroShot,16399,clip_070.mp4,Set_34,Describe the painted shape is in the middle lane at the bottom of the view?,The painted shape in the middle lane at the bottom of the view is an arrow.,A boxed crossing marking in white is painted around the tracks.,none,False,0
A_ZeroShot,16400,clip_070.mp4,Set_34,What shade appears to be the tower on the right hand side?,Gray,The tone is best described as sandy gray-beige.,none,False,1
A_ZeroShot,16409,clip_071.mp4,Set_34,Can you name the graphic is located in the central lane at the bottom of the view?,"No, I cannot name the graphic located in the central lane at the bottom of the view.",The area over and around the tracks is marked by a white box symbol.,none,False,0
A_ZeroShot,16410,clip_071.mp4,Set_34,What shade does the tall building on the right?,The tall building on the right is white in color.,It appears to have a pale greige surface.,none,False,0
A_ZeroShot,16419,clip_072.mp4,Set_34,Describe the prominent symbol is in the central lane closest to the camera?,There is no prominent symbol in the central lane closest to the camera.,A white painted box identifies the rail crossing zone.,none,False,0
A_ZeroShot,16420,clip_072.mp4,Set_34,What shade is the edifice located on the right?,Gray,The building looks like a muted stone shade.,none,False,1
A_ZeroShot,16429,clip_073.mp4,Set_34,What big marking is on the center lane close to us?,A white line.,The track area is enclosed by a boxed white keep-clear marking.,none,False,1
A_ZeroShot,16430,clip_073.mp4,Set_34,What shade is the building located on the right?,Gray,It has a neutral concrete-toned colour.,none,False,1
A_ZeroShot,16439,clip_074.mp4,Set_34,What big paint marking is in the middle lane in the immediate foreground?,A solid white line.,A white crossing box is visible around the rails.,none,False,0
A_ZeroShot,16440,clip_074.mp4,Set_34,What is the color of is the tall building on the right hand side?,The tall building on the right hand side is grey in color.,The visible colour reads as warm taupe.,none,False,0
A_ZeroShot,16449,clip_075.mp4,Set_34,What road marking is located in the middle of the road close to us?,Center line,The tracks are marked off by a white boxed road symbol.,none,False,1
A_ZeroShot,16450,clip_075.mp4,Set_34,What shade is the tower situated on the right?,The tower situated on the right is white in color.,It looks like a grayish beige concrete surface.,none,False,0
A_ZeroShot,16459,clip_076.mp4,Set_34,What road marking is located in the middle lane at the bottom of the view?,Center line,A white box-style marking surrounds the crossing area.,none,False,0
A_ZeroShot,16460,clip_076.mp4,Set_34,What color is the building on the right?,Gray,The structure appears dust-toned and muted.,none,False,1
A_ZeroShot,16469,clip_077.mp4,Set_34,Identify the painted symbol is in the middle lane in the immediate foreground?,X,The road uses a boxed white marking to show the track zone.,none,False,0
A_ZeroShot,16470,clip_077.mp4,Set_34,What shade appears to be the edifice to the right?,Gray,It has a light khaki-gray appearance.,none,False,1
A_ZeroShot,16479,clip_078.mp4,Set_34,Which prominent graphic is in the central lane near the camera?,The prominent graphic in the central lane near the camera is a yellow sign.,A white painted box marks the section drivers should keep clear near the tracks.,none,False,0
A_ZeroShot,16480,clip_078.mp4,Set_34,What colour is the high-rise on the right side?,The high-rise on the right side of the image is grey in color.,The building looks softly beige with a gray undertone.,none,False,1
A_ZeroShot,16489,clip_079.mp4,Set_34,Can you name the prominent sign is on the center lane near the camera?,"No, I cannot name the prominent sign in the center lane near the camera.",The crossing area around the rails is marked with a white box.,none,False,1
A_ZeroShot,16490,clip_079.mp4,Set_34,What color does the large structure on the right?,gray,It appears to be a stone-like taupe colour.,none,False,0
A_ZeroShot,16499,clip_080.mp4,Set_34,Describe the symbol is located on the center lane near the camera?,The symbol is a yellow diamond-shaped sign with a black arrow pointing to the right.,A white boxed marking shows the keep-clear space around the tracks.,none,False,0
A_ZeroShot,16500,clip_080.mp4,Set_34,What hue appears to be the edifice on the right hand side?,Gray,It appears taupe.,none,False,0
A_ZeroShot,16509,clip_081.mp4,Set_34,Which marking is located on the center lane at the bottom of the view?,The marking located on the center lane at the bottom of the view is a solid white line.,The painted marking is a white box enclosing the rail crossing area.,none,False,0
A_ZeroShot,16510,clip_081.mp4,Set_34,What is the color of is the tower to the right?,The tower to the right is brown in color.,The building looks taupe in colour.,none,False,1
A_ZeroShot,16519,clip_082.mp4,Set_34,Identify the shape is located on the center lane in the foreground?,square,A white road box is painted around the train tracks to mark the crossing.,none,False,0
A_ZeroShot,16520,clip_082.mp4,Set_34,What colour is the tower located on the right?,The tower located on the right is grey in color.,It has a stone-colored appearance.,none,False,1
A_ZeroShot,16529,clip_083.mp4,Set_34,Identify the marking is located in the middle of the road near the camera?,The marking is a crosswalk.,The rail crossing section is outlined by a white boxed keep-clear marking.,none,False,0
A_ZeroShot,16530,clip_083.mp4,Set_34,What is the color of is the edifice on the right side?,The edifice on the right side is white in color.,The structure appears greige.,none,False,0
A_ZeroShot,16539,clip_084.mp4,Set_34,Can you name the painted shape is in the central lane at the bottom of the view?,The painted shape in the central lane at the bottom of the view is a rectangle.,A white box-shaped road marking appears around the tracks.,none,False,1
A_ZeroShot,16540,clip_084.mp4,Set_34,What hue is the high-rise to the right?,The high-rise to the right has a beige color.,It looks concrete-toned.,none,False,1
A_ZeroShot,Morning2-8min_clips_16549,clip_000.mp4,Set_35,What large marking is painted in the central lane near the camera?,X,A white “X” is painted there,none,False,1
A_ZeroShot,Morning2-8min_clips_16550,clip_000.mp4,Set_35,What colour is the tall building on the right side of the road?,The tall building on the right side of the road is white.,It is beige-grey concrete,none,False,0
A_ZeroShot,16553,clip_000.mp4,Set_35,"At 00:02, what colour does the tall building on the right appear to be?",White,It is gray-beige concrete.,none,False,0
A_ZeroShot,16556,clip_000.mp4,Set_35,What function does the prominent box-style road marking serve near the rail crossing?,"The prominent box-style road marking serves as a warning to drivers about the presence of a rail crossing ahead, ensuring they slow down and be aware of potential hazards.","Marked on the road is a white X enclosed within a boxed junction, showing the crossing must remain clear for safety, with the railroad crossing at mid-scene.",none,False,1
A_ZeroShot,16558,clip_001.mp4,Set_35,What function does the prominent box-style road marking serve near the rail crossing?,The prominent box-style road marking serves as a warning to drivers to slow down and be cautious at the rail crossing.,"On the asphalt, there is a white X inside a box over the rails, signaling vehicles not to stop on the crossing.",none,False,1
A_ZeroShot,16565,clip_001.mp4,Set_35,What color does the tall building on the right appear to be?,Gray,It is beige-grey concrete.,none,False,1
A_ZeroShot,16572,clip_002.mp4,Set_35,Which big marking is painted in the central traffic lane near the fixed camera viewpoint?,X,The rail crossing is highlighted by a white X box that marks the crossing as a clear zone so vehicles do not block the rails.,none,False,1
A_ZeroShot,16574,clip_002.mp4,Set_35,How would you describe the colour of the tall building on the right?,The tall building on the right is white in color.,It is beige-grey concrete from the scene showing the box junction markings.,none,False,0
A_ZeroShot,16577,clip_003.mp4,Set_35,Which big marking is painted in the central traffic lane near the fixed camera viewpoint?,The big marking painted in the central traffic lane near the fixed camera viewpoint is a solid white line.,"Drivers are warned by a white X box that marks the crossing as a clear zone so vehicles do not block the rails, based on what is visible in the clip.",none,False,0
A_ZeroShot,16582,clip_003.mp4,Set_35,What shade is the tall building on the right side of the road?,The tall building on the right side of the road is white in color.,It is beige-grey concrete based on the traffic patterns in the clip.,none,False,0
A_ZeroShot,16589,clip_004.mp4,Set_35,Which big marking is painted in the central traffic lane near the fixed camera viewpoint?,The big marking painted in the central traffic lane near the fixed camera viewpoint is a solid white line.,"The area over the tracks is marked with a white X box that marks the crossing as a clear zone so vehicles do not block the rails, given the active crossing signals.",none,False,0
A_ZeroShot,16597,clip_005.mp4,Set_35,"At 00:07, what function does the box-style road marking serve near the rail crossing?",The box-style road marking serves as a warning to drivers to slow down and be cautious at the rail crossing.,It marks a keep-clear area so vehicles do not stop across the tracks.,none,False,0
A_ZeroShot,16599,clip_005.mp4,Set_35,"By 00:03, what colour is the building visible on the right side of the road?",White,It is gray-beige concrete considering the traffic flow at the intersection.,none,False,0
A_ZeroShot,16607,clip_006.mp4,Set_35,Which big marking is painted in the central traffic lane near the fixed camera viewpoint?,The big marking painted in the central traffic lane near the fixed camera viewpoint is a solid white line.,"Near the rail crossing there is a white X inside a box over the rails, signaling vehicles not to stop on the crossing, as shown by the box junction markings.",none,False,0
A_ZeroShot,16613,clip_006.mp4,Set_35,What is the visible colour of the building on the right?,White and black.,It is gray-beige concrete from the scene showing the box junction markings.,none,False,0
A_ZeroShot,16614,clip_006.mp4,Set_35,What functional role do the railroad tracks?,Transportation,The tracks allow trains to cross the road.,none,False,0
A_ZeroShot,16615,clip_006.mp4,Set_35,Why are there the railroad tracks?,for trains to travel,They provide a rail crossing where trains can pass through the roadway.,none,False,1
A_ZeroShot,16619,clip_007.mp4,Set_35,"In this video clip, where is the railroad tracks located relative to the fixed camera viewpoint?",The railroad tracks are located in front of the fixed camera viewpoint.,The tracks cross the road a short distance ahead of the camera.,none,False,1
A_ZeroShot,16621,clip_007.mp4,Set_35,What colour tone does the right-side building seem to have?,White,It is beige-gray concrete.,none,False,0
A_ZeroShot,16622,clip_007.mp4,Set_35,What colour would you call the tall beige-colored structure located on the right?,White,The tall building on the right appears beige.,none,False,0
A_ZeroShot,16630,clip_008.mp4,Set_35,"By 00:03, what does the boxed road marking near the rail crossing indicate?",The direction of the train.,It indicates a keep-clear zone around the tracks.,none,False,0
A_ZeroShot,16631,clip_008.mp4,Set_35,"At 00:01, how would you describe the colour of the tall building on the right?",The tall building on the right is white in color.,It is beige-grey concrete based on the traffic patterns in the clip.,none,False,0
A_ZeroShot,16637,clip_009.mp4,Set_35,What visible color would you describe for the tall beige-colored structure located on the right?,Gray,The tall structure on the right appears beige.,none,False,0
A_ZeroShot,16638,clip_009.mp4,Set_35,"At 00:02, what colour does the tall building on the right side of the road appear to be?",White,It appears gray,none,False,0
A_ZeroShot,16644,clip_009.mp4,Set_35,"At 00:03, what large marking is painted in the central traffic lane near the camera?",The large marking painted in the central traffic lane near the camera is a white line.,Clearly marked on the road is a white X box marking over the tracks that designates a no-stopping safety area.,none,False,0
A_ZeroShot,16649,clip_010.mp4,Set_35,What colour does the tall roadside building on the right look like?,White,It is a gray-beige concrete colour.,none,False,0
A_ZeroShot,16655,clip_010.mp4,Set_35,What function does the prominent box-style road marking serve near the rail crossing?,The prominent box-style road marking serves as a warning to drivers about the presence of a rail crossing ahead.,"On the asphalt, there is a white boxed X marking indicating drivers should not queue or stop over the tracks.",none,False,1
A_ZeroShot,16657,clip_011.mp4,Set_35,How would the colour of the building on the right best be described?,White,It is a beige-grey concrete colour.,none,False,0
A_ZeroShot,16659,clip_011.mp4,Set_35,What function does the prominent box-style road marking serve near the rail crossing?,"The prominent box-style road marking serves as a warning to drivers about the presence of a train track nearby, ensuring they slow down and be cautious when approaching the crossing.","Painted on the pavement is a boxed X symbol in white that marks the rail crossing as a keep-clear area, from the elevated camera viewpoint.",none,False,1
A_ZeroShot,16672,clip_012.mp4,Set_35,What is the apparent colour of the tall building to the right of the road?,White,It is a beige-grey concrete colour as seen in the urban roadway environment.,none,False,0
A_ZeroShot,16674,clip_012.mp4,Set_35,What function does the prominent box-style road marking serve near the rail crossing?,"The prominent box-style road marking serves as a warning to drivers about the presence of the rail crossing, ensuring they slow down and be cautious when approaching the area.",The area over the tracks is marked with a boxed X symbol in white that marks the rail crossing as a keep-clear area.,none,False,1
A_ZeroShot,16680,clip_013.mp4,Set_35,What function does the prominent box-style road marking serve near the rail crossing?,The prominent box-style road marking serves as a warning to drivers about the presence of a rail crossing ahead.,Painted across the roadway is a white X box painted around the crossing to prevent vehicles from blocking the rails.,none,False,1
A_ZeroShot,16688,clip_014.mp4,Set_35,What function does the prominent box-style road marking serve near the rail crossing?,The prominent box-style road marking serves as a warning to drivers about the presence of a rail crossing ahead.,"A boxed junction marking shows a white X inside a box over the rails, signaling vehicles not to stop on the crossing.",none,False,1
A_ZeroShot,16689,clip_014.mp4,Set_35,Is the tall building on the right closer to beige or gray in colour?,gray,It is a beige-grey concrete colour based on what is visible on the four lane road.,none,False,0
A_ZeroShot,16698,clip_015.mp4,Set_35,Which big marking is painted in the central traffic lane near the fixed camera viewpoint?,X,Marked on the road is a white X contained in a box to show the railway crossing must remain clear.,none,False,1
A_ZeroShot,16701,clip_015.mp4,Set_35,"At 00:04, what shade does the right-side building appear to have?",White,It is a beige-gray concrete colour.,none,False,0
A_ZeroShot,16711,clip_016.mp4,Set_35,What function does the prominent box-style road marking serve near the rail crossing?,The prominent box-style road marking serves as a warning to drivers about the presence of a rail crossing ahead.,"Marked on the road is a boxed white X used as a safety marking to keep the railway crossing open, in this daytime urban roadway scene.",none,False,1
A_ZeroShot,16714,clip_016.mp4,Set_35,What colour family does the building on the right seem to belong to?,White,It is a beige-grey concrete colour based on the daytime urban setting.,none,False,0
A_ZeroShot,16717,clip_017.mp4,Set_35,Which big marking is painted in the central traffic lane near the fixed camera viewpoint?,The big marking painted in the central traffic lane near the fixed camera viewpoint is a solid white line.,The crossing zone is outlined by a boxed X marking in white paint that warns drivers to keep the rail crossing unobstructed.,none,False,0
A_ZeroShot,16732,clip_018.mp4,Set_35,"At 00:03, what colour does the tall building on the right side of the road appear to be?",White,It is a beige-gray concrete colour as seen in the urban roadway environment.,none,False,0
A_ZeroShot,16735,clip_018.mp4,Set_35,What function does the prominent box-style road marking serve near the rail crossing?,The prominent box-style road marking serves as a warning to drivers about the presence of a rail crossing ahead.,Across the tracks appears a boxed white X marking that highlights the rail crossing clearance zone.,none,False,1
A_ZeroShot,16742,clip_019.mp4,Set_35,What function does the prominent box-style road marking serve near the rail crossing?,The prominent box-style road marking serves as a warning to drivers about the presence of a rail crossing ahead.,"In the middle of the road, you can spot a white X box that marks the crossing as a clear zone so vehicles do not block the rails, from the elevated camera viewpoint.",none,False,1
A_ZeroShot,16744,clip_019.mp4,Set_35,"Does the building on the right appear light beige, gray-beige, or another tone?",gray-beige,It is a beige-grey concrete colour given the visible railroad crossing and signals.,none,False,1
A_ZeroShot,16751,clip_020.mp4,Set_35,What colour impression does the tall building on the right give?,White,It is a beige-gray concrete colour as seen in the urban roadway environment.,none,False,0
A_ZeroShot,16755,clip_020.mp4,Set_35,What function does the prominent box-style road marking serve near the rail crossing?,The prominent box-style road marking serves as a warning to drivers about the presence of a rail crossing ahead.,"The road surface shows a white boxed X marking indicating drivers should not queue or stop over the tracks, as seen in the footage.",none,False,1
A_ZeroShot,16762,clip_021.mp4,Set_35,"At 00:02, what colour is the tall building on the right side of the road?",White,It appears greige,none,False,0
A_ZeroShot,16763,clip_021.mp4,Set_35,"At 00:02, what does the boxed road marking near the rail crossing tell drivers to do?",Stop,It tells drivers to keep the crossing area clear and not stop on the tracks.,none,False,0
A_ZeroShot,16771,clip_022.mp4,Set_35,"By 00:02, is the building on the right closer to beige or gray in colour?",gray,It is a beige-grey concrete colour based on the daytime urban setting.,none,False,0
A_ZeroShot,16773,clip_022.mp4,Set_35,Which big marking is painted in the central traffic lane near the fixed camera viewpoint?,The big marking painted in the central traffic lane near the fixed camera viewpoint is a solid white line.,Drivers are warned by a boxed white X used as a safety marking to keep the railway crossing open.,none,False,0
A_ZeroShot,16778,clip_023.mp4,Set_35,How does the tall building on the right read in colour from this view?,White,It is a beige-gray concrete colour based on what is visible on the four lane road.,none,False,0
A_ZeroShot,16780,clip_023.mp4,Set_35,Which big marking is painted in the central traffic lane near the fixed camera viewpoint?,The big marking painted in the central traffic lane near the fixed camera viewpoint is a crosswalk.,The keep-clear area is indicated by a white X box that marks the crossing as a clear zone so vehicles do not block the rails.,none,False,0
A_ZeroShot,16793,clip_024.mp4,Set_35,"At 00:03, what large painted marking is visible in the center lane near the camera?",The large painted marking in the center lane near the camera is a white arrow.,A boxed white X marking is visible in the center lane near the crossing.,none,False,0
A_ZeroShot,16794,clip_024.mp4,Set_35,"At 00:02, what colour does the tall building on the right side of the road appear to be?",White,It is a gray-beige concrete colour from the scene showing the box junction markings.,none,False,0
A_ZeroShot,16804,clip_025.mp4,Set_35,What is the most visible colour of the right-side building?,White,It is a gray-beige concrete colour considering the surrounding sidewalks and infrastructure.,none,False,0
A_ZeroShot,16805,clip_025.mp4,Set_35,Which big marking is painted in the central traffic lane near the fixed camera viewpoint?,X,"Near the rail crossing there is a white boxed X marking indicating drivers should not queue or stop over the tracks, given the active crossing signals.",none,False,1
A_ZeroShot,16813,clip_026.mp4,Set_35,How would you characterize the colour of the tall building beside the roadway?,The tall building beside the roadway is brown in color.,It is a beige-grey concrete colour considering the traffic flow at the intersection.,none,False,0
A_ZeroShot,16814,clip_026.mp4,Set_35,Which big marking is painted in the central traffic lane near the fixed camera viewpoint?,X,"Near the rail crossing there is a white X box marking spanning the track area, used to prevent blocking the crossing.",none,False,1
A_ZeroShot,16817,clip_027.mp4,Set_35,"At 00:02, how would you describe the colour of the tall building on the right side of the road?",The tall building on the right side of the road is white in color.,The building has a beige-grey concrete appearance.,none,False,0
A_ZeroShot,16827,clip_028.mp4,Set_35,Which big marking is painted in the central traffic lane near the fixed camera viewpoint?,The big marking painted in the central traffic lane near the fixed camera viewpoint is a solid white line.,"The keep-clear area is indicated by a boxed white X marking around the train tracks, indicating a keep-clear safety zone.",none,False,0
A_ZeroShot,16836,clip_028.mp4,Set_35,"At 00:03, what colour tone does the building on the right seem to have?",White,It is a gray-beige concrete colour from the elevated camera viewpoint.,none,False,0
A_ZeroShot,16841,clip_029.mp4,Set_35,What function does the prominent box-style road marking serve near the rail crossing?,The prominent box-style road marking serves as a warning to drivers about the presence of a rail crossing ahead.,"Drivers are warned by a white boxed X marking indicating drivers should not queue or stop over the tracks, considering the signalized intersection farther back.",none,False,1
A_ZeroShot,16845,clip_029.mp4,Set_35,What tone is most consistent with the building on the right?,Modern,It is a gray-beige concrete colour from the elevated camera viewpoint.,none,False,0
A_ZeroShot,16850,clip_030.mp4,Set_35,What function does the prominent box-style road marking serve near the rail crossing?,The prominent box-style road marking serves as a warning to drivers about the presence of a rail crossing ahead.,"The keep-clear area is indicated by a white X inside a box over the rails, signaling vehicles not to stop on the crossing.",none,False,1
A_ZeroShot,16854,clip_030.mp4,Set_35,Does the building on the right have a muted beige-gray appearance?,Yes.,It is a beige-grey concrete colour as seen in the urban roadway environment.,none,False,1
A_ZeroShot,16858,clip_031.mp4,Set_35,What function does the prominent box-style road marking serve near the rail crossing?,The prominent box-style road marking serves as a warning to drivers about the presence of a rail crossing ahead.,Marked on the road is a white X contained in a box to show the railway crossing must remain clear.,none,False,1
A_ZeroShot,16861,clip_031.mp4,Set_35,What colour best matches the tall structure on the right side of the frame?,White,It is a gray-beige concrete colour considering the surrounding sidewalks and infrastructure.,none,False,0
A_ZeroShot,16867,clip_032.mp4,Set_35,"In this video clip, what distinguishing feature does the right traffic lane have?",The right traffic lane has a solid white line.,The right lane carries traffic moving away from the camera.,none,False,0
A_ZeroShot,16868,clip_032.mp4,Set_35,Which big marking is painted in the central traffic lane near the fixed camera viewpoint?,The big marking painted in the central traffic lane near the fixed camera viewpoint is a solid white line.,The crossing zone is outlined by a white boxed X marking indicating drivers should not queue or stop over the tracks.,none,False,0
A_ZeroShot,16870,clip_032.mp4,Set_35,Is the visible building on the right more beige than gray?,no,It is a beige-gray concrete colour based on the traffic patterns in the clip.,none,False,0
A_ZeroShot,16877,clip_033.mp4,Set_35,Which big marking is painted in the central traffic lane near the fixed camera viewpoint?,X,"A boxed junction marking shows a boxed white X that designates a no-stopping clearance zone over the tracks, in this daytime urban roadway scene.",none,False,1
A_ZeroShot,16880,clip_033.mp4,Set_35,What colour does the right-side building present from the camera view?,White,It is a beige-gray concrete colour from the scene showing the box junction markings.,none,False,0
A_ZeroShot,16893,clip_034.mp4,Set_35,What color does the tall building on the right appear to be?,White,It is a beige-grey concrete colour as seen in the urban roadway environment.,none,False,0
A_ZeroShot,16895,clip_034.mp4,Set_35,Which big marking is painted in the central traffic lane near the fixed camera viewpoint?,X,Across the tracks appears a boxed white X marking that highlights the rail crossing clearance zone.,none,False,1
A_ZeroShot,16902,clip_035.mp4,Set_35,Which big marking is painted in the central traffic lane near the fixed camera viewpoint?,The big marking painted in the central traffic lane near the fixed camera viewpoint is a crosswalk.,A boxed junction marking shows a boxed white X used as a safety marking to keep the railway crossing open.,none,False,0
A_ZeroShot,16904,clip_035.mp4,Set_35,"At 00:02, what colour best matches the tall building on the right side of the road?",White,It is a gray-beige concrete colour considering the traffic flow at the intersection.,none,False,0
A_ZeroShot,16908,clip_036.mp4,Set_35,How would you describe the colour of the tall building on the right?,The tall building on the right is grey in color.,It is a beige-gray concrete colour based on the traffic patterns in the clip.,none,False,1
A_ZeroShot,16909,clip_036.mp4,Set_35,What function does the prominent box-style road marking serve near the rail crossing?,"The prominent box-style road marking serves as a warning to drivers and pedestrians about the presence of a rail crossing ahead, ensuring they are aware of potential hazards and can take appropriate precautions.","The area over the tracks is marked with a boxed X symbol in white that marks the rail crossing as a keep-clear area, in this daytime urban roadway scene.",none,False,1
A_ZeroShot,16919,clip_037.mp4,Set_35,What shade is the tall building on the right side of the road?,The tall building on the right side of the road is white in color.,It is a beige-grey concrete colour considering the traffic flow at the intersection.,none,False,0
A_ZeroShot,16922,clip_037.mp4,Set_35,What function does the prominent box-style road marking serve near the rail crossing?,"The prominent box-style road marking serves as a warning to drivers about the presence of the rail crossing, ensuring they slow down and be aware of the potential for trains to pass through the area.",Drivers can see a white X contained in a box to show the railway crossing must remain clear.,none,False,1
A_ZeroShot,16933,clip_038.mp4,Set_35,What is the visible colour of the building on the right?,White,It is a beige-gray concrete colour considering the traffic flow at the intersection.,none,False,0
A_ZeroShot,16934,clip_038.mp4,Set_35,What function does the prominent box-style road marking serve near the rail crossing?,"The prominent box-style road marking serves as a warning to drivers about the presence of a rail crossing ahead, ensuring they slow down and be cautious when approaching the intersection.","The keep-clear area is indicated by a boxed white X that designates a no-stopping clearance zone over the tracks, based on the visible rail infrastructure.",none,False,1
A_ZeroShot,16941,clip_039.mp4,Set_35,Which big marking is painted in the central traffic lane near the fixed camera viewpoint?,The big marking painted in the central traffic lane near the fixed camera viewpoint is a solid white line.,"On the asphalt, there is a white X box that marks the crossing as a clear zone so vehicles do not block the rails.",none,False,0
A_ZeroShot,16943,clip_039.mp4,Set_35,What colour tone does the right-side building seem to have?,White and black.,It is a gray-beige concrete colour considering the traffic flow at the intersection.,none,False,0
A_ZeroShot,16951,clip_040.mp4,Set_35,What function does the prominent box-style road marking serve near the rail crossing?,The prominent box-style road marking serves as a warning to drivers about the presence of a rail crossing ahead.,The area over the tracks is marked with a boxed white X used as a safety marking to keep the railway crossing open.,none,False,1
A_ZeroShot,16956,clip_040.mp4,Set_35,"By 00:04, does the right-side building appear beige-gray in colour?",Yes,It is a beige-grey concrete colour given the visible railroad crossing and signals.,none,False,1
A_ZeroShot,16965,clip_041.mp4,Set_35,Which big marking is painted in the central traffic lane near the fixed camera viewpoint?,The big marking painted in the central traffic lane near the fixed camera viewpoint is a crosswalk.,"The road surface shows a white X box marking spanning the track area, used to prevent blocking the crossing, based on what is visible in the clip.",none,False,0
A_ZeroShot,16966,clip_041.mp4,Set_35,What colour does the tall roadside building on the right look like?,The tall roadside building on the right looks white.,It is a beige-gray concrete colour based on the traffic patterns in the clip.,none,False,0
A_ZeroShot,16967,clip_042.mp4,Set_35,How would the colour of the building on the right best be described?,White,It is a gray-beige concrete colour from the scene showing the box junction markings.,none,False,0
A_ZeroShot,16969,clip_042.mp4,Set_35,What function does the prominent box-style road marking serve near the rail crossing?,The prominent box-style road marking serves as a warning to drivers about the presence of the rail crossing.,The crossing zone is outlined by a boxed white X used as a safety marking to keep the railway crossing open.,none,False,1
A_ZeroShot,16985,clip_043.mp4,Set_35,What is the apparent colour of the tall building to the right of the road?,White,It is a beige-gray concrete colour based on the traffic patterns in the clip.,none,False,0
A_ZeroShot,16986,clip_043.mp4,Set_35,Which big marking is painted in the central traffic lane near the fixed camera viewpoint?,X,The pavement displays a white X contained in a box to show the railway crossing must remain clear.,none,False,1
A_ZeroShot,16989,clip_044.mp4,Set_35,What suggests the building is not a residence?,The building is not a residence because it has many floors and is used for business.,Its size and design suggest it is commercial rather than residential.,none,False,0
A_ZeroShot,16991,clip_044.mp4,Set_35,Which big marking is painted in the central traffic lane near the fixed camera viewpoint?,X,"The crossing zone is outlined by a boxed X symbol in white that marks the rail crossing as a keep-clear area, given the active crossing signals.",none,False,1
A_ZeroShot,16994,clip_044.mp4,Set_35,Is the tall building on the right closer to beige or gray in colour?,gray,It is a beige-grey concrete colour based on the daytime urban setting.,none,False,0
A_ZeroShot,16997,clip_045.mp4,Set_35,Which big marking is painted in the central traffic lane near the fixed camera viewpoint?,The big marking painted in the central traffic lane near the fixed camera viewpoint is a crosswalk.,"The keep-clear area is indicated by a boxed white X that designates a no-stopping clearance zone over the tracks, as shown by the box junction markings.",none,False,0
A_ZeroShot,17004,clip_045.mp4,Set_35,"At 00:01, what colour impression does the tall building on the right give?",White,It is a beige-gray concrete colour based on the traffic patterns in the clip.,none,False,0
A_ZeroShot,17009,clip_046.mp4,Set_35,What colour family does the building on the right seem to belong to?,White,It is a beige-gray concrete colour considering the traffic flow at the intersection.,none,False,0
A_ZeroShot,17010,clip_046.mp4,Set_35,Which big marking is painted in the central traffic lane near the fixed camera viewpoint?,X,"The crossing zone is outlined by a boxed white X used as a safety marking to keep the railway crossing open, based on the visible rail infrastructure.",none,False,1
A_ZeroShot,17017,clip_047.mp4,Set_35,What function does the prominent box-style road marking serve near the rail crossing?,The prominent box-style road marking serves as a warning to drivers to slow down and be cautious at the rail crossing.,Drivers are warned by a white boxed X marking indicating drivers should not queue or stop over the tracks.,none,False,1
A_ZeroShot,17023,clip_047.mp4,Set_35,"Does the building on the right appear light beige, gray-beige, or another tone?",gray-beige,It is a beige-grey concrete colour based on the daytime urban setting.,none,False,1
